262.467405598,-192.354940565,19.7922
262.470590383,-192.356195852,19.793
262.470369059,-192.357706828,19.798
262.470436599,-192.355973933,19.7949
262.47115045,-192.354681017,19.7929
262.46940583,-192.353553092,19.7907
262.467106342,-192.355478959,19.7932
262.469918098,-192.354584532,19.802
262.469723789,-192.354720578,19.7962
262.469387127,-192.357637357,19.8009
262.468638987,-192.355346773,19.8013
262.469287375,-192.356467944,19.8002
262.471264749,-192.354810311,19.8047
262.47043556,-192.357791735,19.8039
262.469886926,-192.352773484,19.8019
262.468517415,-192.354801625,19.803
262.469941997,-192.356603023,19.8056
262.4701654,-192.353980526,19.8033
262.469944075,-192.357178083,19.8064
262.470199689,-192.359874872,19.7938
262.467644587,-192.357671127,19.7962
262.470402311,-192.360689219,19.7989
262.470076039,-192.360702727,19.7883
262.470064608,-192.357942253,19.7979
262.470385684,-192.359476386,19.7922
262.469875495,-192.359677078,19.8
262.471170193,-192.357077738,19.7934
262.469424534,-192.358168997,19.7971
262.47296157,-192.359115526,19.8009
262.467727713,-192.361271996,19.787
262.469146061,-192.359523663,19.794
262.470356589,-192.358289603,19.7892
262.467955273,-192.359532347,19.7895
262.472540741,-192.362854369,19.7935
262.470330614,-192.359957851,19.7897
262.46906605,-192.357786911,19.791
262.468181792,-192.361703288,19.8023
262.471810267,-192.362669116,19.7886
262.470205924,-192.359560328,19.7997
262.467002433,-192.359113596,19.79
262.46852261,-192.356937833,19.796
262.466448602,-192.356565395,19.7899
262.466948401,-192.360092932,19.7802
262.467804605,-192.356910815,19.7833
262.466167011,-192.35881063,19.7813
262.465897889,-192.358252941,19.7856
262.464785032,-192.357920064,19.783
262.466644989,-192.358220134,19.7816
262.467869028,-192.356958093,19.7882
262.471781171,-192.355831133,19.781
262.467560421,-192.352587264,19.7901
262.469028644,-192.35599516,19.782
262.46625845,-192.35574333,19.7815
262.469721711,-192.355695087,19.7838
262.467341174,-192.353495201,19.7817
262.46876056,-192.354818027,19.784
262.466656418,-192.353788519,19.7842
262.470982118,-192.354650142,19.7792
262.465188195,-192.35883861,19.7894
262.468669122,-192.35726299,19.7868
262.467159334,-192.357951902,19.7875
262.467940724,-192.35572114,19.789
262.465185078,-192.356559604,19.7871
262.469339327,-192.357685601,19.7885
262.466067259,-192.357090279,19.7883
262.464956481,-192.358449772,19.7799
262.471769742,-192.356861608,19.7902
262.468915384,-192.355746225,19.7844
262.470462577,-192.35480452,19.8016
262.470738973,-192.355999021,19.8005
262.473785562,-192.35494539,19.7919
262.470997705,-192.353690103,19.7852
262.474226133,-192.355336159,19.7897
262.471181622,-192.35568158,19.7929
262.472444107,-192.356518116,19.791
262.472654001,-192.353595547,19.7952
262.469909785,-192.357735772,19.7878
262.470337887,-192.355041876,19.7966
262.467917865,-192.35600481,19.7886
262.469975247,-192.352022821,19.7882
262.470204885,-192.350246506,19.7921
262.468780303,-192.35261428,19.7832
262.468444679,-192.353911055,19.7873
262.468064374,-192.35076271,19.7891
262.469696773,-192.351690909,19.7908
262.470421014,-192.351688977,19.7886
262.468889407,-192.349077094,19.7875
262.469615725,-192.351015503,19.7867
262.467265321,-192.350168355,19.789
262.471895471,-192.354254548,19.792
262.468759522,-192.351158302,19.7981
262.472292401,-192.351749765,19.7937
262.468904993,-192.352876725,19.7942
262.470975883,-192.353868602,19.7942
262.470565447,-192.352111587,19.7928
262.46891954,-192.350753061,19.7929
262.470904188,-192.350990416,19.7997
262.471080831,-192.34982004,19.7941
262.472512687,-192.350101776,19.8013
262.468566252,-192.352231231,19.7891
262.471352032,-192.351360925,19.7945
262.470249564,-192.35166968,19.7967
262.471316702,-192.352502359,19.7945
262.46917827,-192.351395659,19.8008
262.472243563,-192.353877285,19.7908
262.473635935,-192.350162566,19.7998
262.472170828,-192.350875599,19.7991
262.470383606,-192.353334067,19.7899
262.472556327,-192.351652313,19.8056
262.469771588,-192.351338733,19.7936
262.473508127,-192.351506619,19.799
262.472667508,-192.351111989,19.8038
262.470864702,-192.351691872,19.7988
262.472986508,-192.351026116,19.7996
262.475380552,-192.350894896,19.8051
262.469869261,-192.350153882,19.8057
262.473419804,-192.35002652,19.8012
262.472465928,-192.350153882,19.7976
262.471276178,-192.350350713,19.797
262.474576303,-192.350974016,19.7986
262.47305093,-192.350073798,19.7937
262.472871169,-192.351305926,19.799
262.474755025,-192.351613719,19.7917
262.475251707,-192.348662203,19.8001
262.475355616,-192.347986799,19.7916
262.472362019,-192.349647328,19.7975
262.473284724,-192.34957014,19.7999
262.474439144,-192.347003605,19.7958
262.471534909,-192.351726608,19.796
262.471888198,-192.355285021,19.7863
262.473574628,-192.349406112,19.7887
262.472112639,-192.354904864,19.7937
262.472074192,-192.353410294,19.7948
